"UNIT","GEO","TIME","DAYSWEEK","SEX","ACL00","Value","Flag and Footnotes"
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Informal help to other households","1:49",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Participatory activities","1:50",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Visiting and feasts","1:47",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Other social life","1:17",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Entertainment and culture","2:07",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Resting","0:56",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Walking and hiking","1:20",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:37",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Computer games","2:00",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Computing","1:00",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:14",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Reading books","1:03",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Reading, except books","0:45",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","TV and video","2:25",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Radio and music","0:48",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Unspecified leisure ","1:13",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Travel except travel related to jobs","1:35",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Travel to/from work","0:58",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Travel related to study","0:56",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Travel related to shopping and services","0:39",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Transporting a child","0:40",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Travel related to other household purposes","0:42",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Travel related to leisure, social and associative life","1:12",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Unspecified travel","1:42",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Unspecified time use","0:35",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Personal care","10:59",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Sleep","8:11",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Eating","1:55",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Other and/or unspecified personal care","0:55",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","6:54",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Main and second job and related travel","6:41",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:36",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Study","4:25",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","School and university except homework","3:26",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Homework","3:29",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Free time study","1:43",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Household and family care","3:57",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Food management except dish washing","1:40",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Dish washing","0:45",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Cleaning dwelling","0:59",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:57",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Laundry","0:41",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Ironing","0:56",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1:32",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Gardening; other pet care","1:46",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Tending domestic animals","1:25",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Caring for pets","0:29",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Walking the dog","1:09",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Construction and repairs ","1:40",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Shopping and services","0:41",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:30",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Teaching, reading and talking with child","1:14",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Household management and help family member","0:42",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Leisure, social and associative life","5:20",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Organisational work","3:26",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Informal help to other households","2:19",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Participatory activities","1:28",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Visiting and feasts","1:19",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Other social life","1:02",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Entertainment and culture","1:42",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Resting","1:11",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Walking and hiking","1:23",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:37",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Computer games","1:18",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Computing","1:28",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:18",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Reading books","1:19",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Reading, except books","0:50",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","TV and video","2:51",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Radio and music","0:57",""
"Participation time (hh:mm)","Serbia","2010","All days of the week","Total","Unspecified leisure ","0:24",""
